rooms,baths,area,lat,lng,amenity_count,has_swimming_pool,has_gym_or_health_club,has_covered_parking,has_lawn_or_garden,has_security_staff,has_balcony_or_terrace,has_jacuzzi,has_sauna,has_cctv_security,price_per_sqm,rooms_x_baths,area_per_room,amenity_density,total_amenities,city_en_enc,neighbourhood_en_enc,province_en_enc,furnishingStatus_furnished,furnishingStatus_unfurnished,furnishingStatus_unknown,completionStatus_completed,completionStatus_under-construction,property_type_en_Apartments,property_type_en_Cabins,property_type_en_Chalets,property_type_en_Duplexes,property_type_en_Hotel Apartments,property_type_en_Lands,property_type_en_Other Residential,property_type_en_Penthouses,property_type_en_Roofs,property_type_en_Rooms,property_type_en_Townhouses,property_type_en_Twin Houses,property_type_en_Villas,property_type_en_iVillas
4,4,215.0,29.9308114,31.0876497,49,1,1,1,1,1,1,1,1,1,60465.11627906977,16,53.75,22.790697674418606,9,15.279199431073042,15.701270103510215,16.01134442508541,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,3,153.0,30.0455507,31.6578556,8,0,0,0,0,1,1,0,0,0,41849.67320261438,6,76.5,5.228758169934641,2,15.82707481102028,15.717618233614914,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3,169.0,30.05888030941,31.017767063748,27,1,1,1,1,1,1,0,0,1,53000.0,12,42.25,15.976331360946746,7,16.02378508137718,15.932078710183575,16.01134442508541,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4,384.0,30.1158572,31.6235277,32,1,1,1,1,1,1,1,1,1,39062.5,16,96.0,8.333333333333334,9,16.088423555642784,16.716932206992077,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3,2,135.0,30.09177585,31.6426486,16,0,0,0,1,1,0,0,0,0,49629.62962962963,6,45.0,11.851851851851851,2,15.93111255107345,15.88868261241667,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,90.0,30.0009056,30.9008539,49,1,1,1,1,1,1,1,1,1,70000.0,2,45.0,54.44444444444444,9,16.10616420501588,15.684848316063478,16.01134442508541,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,169.0,30.0941611,31.7041108,27,1,1,1,1,1,1,1,1,0,44230.769230769234,9,56.333333333333336,15.976331360946746,8,15.82707481102028,15.793051943818522,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,135.0,30.0364702,31.5525584,14,1,1,1,1,1,1,0,0,1,53333.333333333336,4,67.5,10.37037037037037,7,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5,224.0,29.9779855,31.7467774,33,1,1,1,1,1,0,1,1,1,65625.0,20,56.0,14.732142857142856,8,15.616501940217244,15.671808704579888,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,2,111.0,30.0550268,31.3366903,8,0,0,0,0,1,1,0,0,0,125675.67567567568,4,55.5,7.207207207207206,2,16.345788916607955,16.264790116464905,16.345788916607955,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,105.0,30.096464,31.6670565,36,1,1,1,1,1,0,1,0,1,74285.71428571429,2,52.5,34.285714285714285,7,15.93111255107345,16.118095750958314,16.066802461833923,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,4,170.0,31.0842707,28.0933714,27,1,1,1,1,0,1,1,1,0,26470.58823529412,12,56.666666666666664,15.882352941176471,7,16.345788916607955,15.319588176962746,16.345788916607955,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,3,245.0,29.999066529633,31.002288720817,17,1,1,1,1,0,1,0,0,0,42448.97959183674,9,81.66666666666667,6.938775510204081,5,16.02378508137718,16.722411672456456,16.01134442508541,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5,270.0,30.166137,31.6680496,0,0,0,0,0,0,0,0,0,0,77777.77777777778,20,67.5,0.0,0,16.300417291085605,16.486367704879513,16.066802461833923,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,2,92.0,31.19462485,27.79807318,8,0,0,1,0,1,1,0,0,0,94836.95652173914,4,46.0,8.695652173913043,3,16.345788916607955,16.264790116464905,16.345788916607955,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,77.0,30.9628937,28.7565892,19,0,0,1,0,1,1,0,0,1,207792.2077922078,1,77.0,24.675324675324674,4,16.345788916607955,16.785925074816024,16.345788916607955,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,4,260.0,30.0647408,31.4291453,6,0,0,1,0,0,0,0,0,0,111538.46153846153,12,86.66666666666667,2.3076923076923075,1,16.282847171369255,16.489659276356317,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,2,157.0,30.822264,28.954285,30,1,1,1,1,1,0,1,1,1,143312.10191082803,2,157.0,19.108280254777068,8,16.345788916607955,15.76142084987672,16.345788916607955,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,3,186.0,30.0669117,31.3375553,12,1,1,0,0,0,1,0,0,0,57526.88172043011,9,62.0,6.451612903225806,3,15.82707481102028,15.687312888712007,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1,103.0,30.09177585,31.6426486,39,0,0,1,0,1,1,0,0,1,54854.36893203884,2,51.5,37.86407766990291,4,15.93111255107345,15.88868261241667,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,90.0,30.909109569077,29.416633617272,3,0,0,0,0,0,1,0,0,0,86400.0,2,45.0,3.333333333333333,1,16.345788916607955,15.866552753723226,16.345788916607955,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,4,145.0,31.082957585789,28.032116949628,11,1,0,0,1,1,1,0,0,0,72000.0,12,48.333333333333336,7.586206896551724,4,16.345788916607955,16.264790116464905,16.345788916607955,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,4,200.0,29.999066529633,31.002288720817,50,1,1,1,1,1,1,1,1,1,77500.0,12,66.66666666666667,25.0,9,16.02378508137718,16.722411672456456,16.01134442508541,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,134.0,30.2013484,31.6804732,0,0,0,0,0,0,0,0,0,0,35074.62686567164,4,67.0,0.0,0,16.088423555642784,16.15957650726579,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,120.0,30.0600801,31.5985531,10,0,0,1,1,0,0,0,0,0,120833.33333333333,4,60.0,8.333333333333334,2,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,117.0,29.9633661,31.0009178,3,0,0,0,0,1,1,0,0,0,61367.52136752137,4,58.5,2.5641025641025643,2,16.10616420501588,15.988839917212927,16.01134442508541,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4,200.0,29.8561331,30.9018623,18,1,1,1,1,0,0,1,1,0,54000.0,16,50.0,9.0,6,16.10616420501588,16.19413042991272,16.01134442508541,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,2,120.0,30.0527286,31.6173381,8,0,1,1,1,1,1,0,0,0,34166.666666666664,4,60.0,6.666666666666667,5,15.82707481102028,15.18922639004183,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,165.0,30.8203713,29.1012577,9,0,0,0,0,1,1,0,0,0,30000.0,9,55.0,5.454545454545455,2,16.345788916607955,15.76142084987672,16.345788916607955,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,5,255.0,30.0753933,31.6265648,0,0,0,0,0,0,0,0,0,0,70588.23529411765,15,85.0,0.0,0,15.82707481102028,16.221521518404195,16.066802461833923,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4,4,383.0,30.0061733,30.9935312,39,1,1,1,1,1,0,1,1,1,39164.4908616188,16,95.75,10.182767624020888,8,16.10616420501588,16.52356082573315,16.01134442508541,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3,2,138.0,29.9308114,31.0876497,0,0,0,0,0,0,0,0,0,0,47101.44927536232,6,46.0,0.0,0,15.279199431073042,15.701270103510215,16.01134442508541,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2,280.0,30.1233727,31.6306056,38,1,1,1,1,1,1,1,1,1,81428.57142857143,8,70.0,13.571428571428573,9,16.088423555642784,16.83885804718937,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,56.0,29.39286,32.5399151,44,1,1,1,1,1,1,1,0,1,80357.14285714286,0,60.0,78.57142857142857,8,15.747032114495013,16.15731646026544,15.747032114495013,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,82.0,30.83361005,29.06649948,2,0,0,0,0,0,1,0,0,0,56524.39024390244,2,41.0,2.4390243902439024,1,16.345788916607955,15.76142084987672,16.345788916607955,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4,3,185.0,30.0669117,31.3375553,0,0,0,0,0,0,0,0,0,0,81081.08108108108,12,46.25,0.0,0,15.82707481102028,15.687312888712007,16.066802461833923,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,2,100.0,31.0788548,27.9963244,24,1,1,1,0,0,0,1,1,0,100000.0,4,50.0,24.0,5,16.345788916607955,16.264790116464905,16.345788916607955,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4,3,265.0,30.1218272,31.6481835,7,0,0,1,1,1,0,0,0,0,54716.981132075474,12,66.25,2.6415094339622645,3,16.088423555642784,15.890818693880256,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1,115.0,30.06805,31.406379,10,0,0,1,0,1,1,0,0,1,83217.39130434782,2,57.5,8.695652173913045,4,16.282847171369255,16.489659276356317,16.066802461833923,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,114.0,30.0468424,30.998248,15,0,1,1,0,1,1,0,0,1,54401.4649122807,4,57.0,13.157894736842106,5,16.02378508137718,15.862682968241984,16.01134442508541,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,169.0,30.0941611,31.7041108,0,0,0,0,0,0,0,0,0,0,43846.153846153844,9,56.333333333333336,0.0,0,15.82707481102028,15.793051943818522,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6,4,402.0,29.550836851327,30.867589850082,2,0,0,0,0,1,0,0,0,0,38395.522388059704,24,67.0,0.49751243781094534,1,16.552148280706213,16.552148280706213,15.851522672265068,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5,5,400.0,26.8641416,33.9648764,24,1,1,1,1,0,1,1,1,0,150000.0,25,80.0,6.0,7,16.3394119477972,16.57664092072968,16.233206958474412,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,2,205.0,30.0268356,31.493173,0,0,0,0,0,0,0,0,0,0,30487.80487804878,8,51.25,0.0,0,16.282847171369255,16.29204904211537,16.066802461833923,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,135.0,30.0669117,31.3375553,11,1,1,1,1,1,0,0,0,1,46666.666666666664,4,67.5,8.148148148148147,6,15.82707481102028,15.687312888712007,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,147.0,29.9723584,31.7173752,22,1,1,1,1,1,0,1,0,0,54421.768707482996,9,49.0,14.965986394557824,6,15.616501940217244,15.894952224644102,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,230.0,30.0035761,31.4056766,14,1,1,1,1,0,0,1,0,0,41304.34782608696,9,76.66666666666667,6.086956521739131,5,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3,210.0,29.9924715,30.8920785,35,1,1,1,1,1,1,1,1,1,71428.57142857143,12,52.5,16.666666666666664,9,16.10616420501588,16.360729622918004,16.01134442508541,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,3,253.0,29.9979633,30.9236038,16,1,1,1,1,1,1,0,0,0,53359.6837944664,9,84.33333333333333,6.32411067193676,6,16.10616420501588,16.41820031748273,16.01134442508541,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,190.0,30.0319422,30.9694826,0,0,0,0,0,0,0,0,0,0,26842.105263157893,9,63.333333333333336,0.0,0,16.02378508137718,15.444751293772967,16.01134442508541,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,120.0,31.27483,30.00616,3,0,0,0,0,0,0,0,0,0,20833.333333333332,3,40.0,2.5,0,14.731801689838349,14.731801689838349,15.851522672265068,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,175.0,29.9707309,31.0369528,0,0,0,0,0,0,0,0,0,0,35885.71428571428,9,58.333333333333336,0.0,0,16.10616420501588,15.76142084987672,16.01134442508541,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,65.0,31.0724538,28.2011747,4,0,0,0,0,0,0,0,0,0,131384.61538461538,1,65.0,6.153846153846153,0,16.345788916607955,16.264790116464905,16.345788916607955,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,88.0,31.0665111,28.344066,45,1,1,1,1,1,1,1,1,1,58636.36363636364,2,44.0,51.13636363636363,9,16.345788916607955,15.572773764067886,16.345788916607955,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4,3,217.0,29.7666672,31.0988357,6,0,0,1,0,1,0,0,0,1,34562.21198156682,12,54.25,2.7649769585253456,3,16.101268496405105,16.101268496405105,15.851522672265068,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5,7,390.0,30.0478192,31.5372842,1,0,0,0,0,0,0,0,0,0,32051.28205128205,35,78.0,0.25641025641025644,0,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4,4,280.0,30.0697535,31.6307883,14,1,1,0,0,1,1,0,0,0,32142.85714285714,16,70.0,5.0,4,15.82707481102028,15.968744479311132,16.066802461833923,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3,3,310.0,30.0600801,31.5985531,48,1,1,1,1,1,1,1,1,1,100000.0,9,103.33333333333333,15.483870967741934,9,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1,70.0,30.0369773,30.9908527,2,0,0,0,0,0,1,0,0,0,24285.714285714286,2,35.0,2.857142857142857,1,16.02378508137718,14.748325642558019,16.01134442508541,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,198.0,30.9628937,28.7565892,20,0,0,1,0,1,1,0,0,1,181818.18181818182,9,66.0,10.1010101010101,4,16.345788916607955,16.785925074816024,16.345788916607955,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,3,300.0,29.9875186,31.5555302,22,1,1,1,1,0,0,1,1,0,51666.666666666664,9,100.0,7.333333333333333,6,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,2,89.0,30.06603,31.48561,0,0,0,0,0,0,0,0,0,0,65168.5393258427,4,44.5,0.0,0,16.282847171369255,15.86963441986494,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4,258.0,30.0662855,31.4744728,0,0,0,0,0,0,0,0,0,0,73643.41085271318,16,64.5,0.0,0,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5,4,269.0,30.052395,30.99094,36,1,1,1,1,1,1,1,1,1,55762.08178438662,20,53.8,13.382899628252789,9,16.02378508137718,16.52356082573315,16.01134442508541,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,2,171.0,31.17310014,29.9287022,3,0,0,0,0,0,0,0,0,0,50950.29239766082,6,57.0,1.7543859649122808,0,16.16000514993119,16.16000514993119,15.851522672265068,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,3,129.0,30.8365625,28.9590625,12,1,0,0,1,1,0,0,0,1,87209.30232558139,6,64.5,9.30232558139535,4,16.345788916607955,15.76142084987672,16.345788916607955,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,121.0,29.985869155517,30.923008050923,31,1,1,1,1,1,1,1,1,1,38190.0826446281,4,60.5,25.619834710743802,9,16.10616420501588,15.732108828607036,16.01134442508541,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,208.0,30.09177585,31.6426486,9,0,0,0,0,1,1,0,0,0,69711.53846153847,4,104.0,4.326923076923077,2,15.93111255107345,15.88868261241667,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,200.0,30.0648376,30.94684,17,1,1,1,1,1,0,1,1,1,29500.0,9,66.66666666666667,8.5,8,16.02378508137718,15.803385043104912,16.01134442508541,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,141.0,26.8608814,33.944639,4,0,0,0,1,0,1,0,0,0,190780.14184397162,9,47.0,2.8368794326241136,2,16.3394119477972,16.189539487919134,16.233206958474412,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,108.0,29.9844638,30.8817192,19,1,1,0,0,1,1,0,0,1,43518.51851851852,4,54.0,17.59259259259259,5,16.10616420501588,15.56224706466147,16.01134442508541,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,173.0,30.0600801,31.5985531,5,1,1,0,1,1,1,0,0,0,75144.50867052023,9,57.666666666666664,2.8901734104046244,5,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,3,146.0,27.855874427197,31.246581787806,0,0,0,0,0,0,0,0,0,0,134568.49315068492,6,73.0,0.0,0,16.345788916607955,16.264790116464905,16.345788916607955,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,5,230.0,31.158448,29.95946,0,0,0,0,0,0,0,0,0,0,85509.56521739131,25,46.0,0.0,0,16.303695641087522,16.303695641087522,15.851522672265068,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,2,120.0,29.9875186,31.5555302,17,1,1,1,1,0,0,0,1,0,66666.66666666667,4,60.0,14.166666666666668,5,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,140.0,29.9714981,31.5292007,4,0,0,0,0,0,0,0,0,0,24285.714285714286,9,46.666666666666664,2.857142857142857,0,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6,4,475.0,29.9885982,31.0445272,33,1,1,1,1,1,1,0,0,1,54736.84210526316,24,79.16666666666667,6.947368421052632,7,16.10616420501588,16.39933015491581,16.01134442508541,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,3,270.0,30.0600801,31.5985531,11,0,1,1,0,0,0,0,0,0,100000.0,12,67.5,4.0740740740740735,2,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,4,300.0,30.0102788,31.5379067,21,0,1,1,1,1,1,0,0,0,98333.33333333333,12,100.0,7.0,5,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,3,242.0,30.0268356,31.493173,2,0,0,0,0,1,0,0,0,1,32024.793388429753,9,80.66666666666667,0.8264462809917356,2,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,205.0,29.9924715,30.8920785,0,0,0,0,0,0,0,0,0,0,60243.90243902439,9,68.33333333333333,0.0,0,16.10616420501588,16.360729622918004,16.01134442508541,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,4,370.0,30.0268356,31.493173,0,0,0,0,0,0,0,0,0,0,16486.486486486487,16,92.5,0.0,0,16.282847171369255,16.29204904211537,16.066802461833923,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3,3,183.0,29.9592081,31.7299131,47,1,1,1,1,1,1,1,1,1,27322.4043715847,9,61.0,25.683060109289617,9,15.616501940217244,15.424948670398354,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,101.0,30.096464,31.6670565,16,1,1,0,1,1,0,0,0,1,79207.92079207921,4,50.5,15.841584158415841,5,15.93111255107345,16.118095750958314,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,4,277.0,30.0758544,31.4716547,51,1,1,1,1,1,1,1,1,1,118953.06859205777,12,92.33333333333333,18.411552346570396,9,16.282847171369255,16.489659276356317,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,667.0,29.9707309,31.0369528,0,0,0,0,0,0,0,0,0,0,3973.0134932533733,0,60.0,0.0,0,16.10616420501588,15.76142084987672,16.01134442508541,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
5,4,360.0,30.09177585,31.6426486,12,0,0,1,1,1,1,0,0,1,100000.0,20,72.0,3.333333333333333,5,15.93111255107345,15.88868261241667,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,2,180.0,31.00763549,29.75773621,19,1,0,1,0,1,0,0,0,1,10277.777777777777,4,90.0,10.555555555555555,4,16.18295155698594,15.747032114495013,15.851522672265068,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,3,160.0,29.6727347,32.3374381,4,0,0,0,0,0,0,0,0,0,110000.0,9,53.333333333333336,2.5,0,15.747032114495013,15.967921456359903,15.747032114495013,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3,4,236.0,31.3543445,27.2373159,8,0,0,1,0,0,0,0,0,0,31779.661016949154,12,78.66666666666667,3.3898305084745766,1,16.345788916607955,16.264790116464905,16.345788916607955,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,90.0,30.06603,31.48561,29,0,0,0,1,1,1,0,0,1,63333.333333333336,2,45.0,32.22222222222222,4,16.282847171369255,15.86963441986494,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2,143.0,30.05888030941,31.017767063748,13,1,1,1,0,1,1,0,0,0,44000.0,6,47.666666666666664,9.090909090909092,5,16.02378508137718,15.932078710183575,16.01134442508541,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2,235.0,30.032755,31.4620516,13,0,0,0,0,1,1,0,0,1,32765.957446808512,6,78.33333333333333,5.531914893617021,3,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,106.0,29.91637,31.06103,11,0,0,0,0,1,0,0,0,1,35660.377358490565,3,35.333333333333336,10.377358490566037,2,15.279199431073042,15.10749451433816,16.01134442508541,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,170.0,31.1775597,27.618041,11,0,0,1,0,1,1,0,0,0,89411.76470588235,9,56.666666666666664,6.470588235294118,3,16.345788916607955,16.642021803226616,16.345788916607955,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,110.0,30.084482192642,30.963006624909,30,1,1,1,1,1,1,1,1,1,92727.27272727272,4,55.0,27.27272727272727,9,16.02378508137718,16.759949589762293,16.01134442508541,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,270.0,30.9967183,28.6909805,16,1,1,1,1,1,1,1,1,0,61111.11111111111,9,90.0,5.925925925925926,8,16.345788916607955,16.785925074816024,16.345788916607955,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4,4,255.0,29.9885982,31.0445272,45,1,1,1,1,1,1,1,1,1,58823.529411764706,16,63.75,17.647058823529413,9,16.10616420501588,16.39933015491581,16.01134442508541,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,60.0,27.2579,33.81161,28,1,1,1,1,1,1,1,1,0,49500.0,1,60.0,46.66666666666667,8,15.201805169084134,15.1650105090054,16.233206958474412,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2,210.0,30.0425422,31.4307796,9,0,0,0,0,1,1,0,0,1,29523.809523809523,6,70.0,4.285714285714286,3,16.282847171369255,16.489659276356317,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,80.0,29.9986558,31.426684,4,0,0,0,0,0,0,0,0,0,22500.0,2,40.0,5.0,0,16.282847171369255,16.489659276356317,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,134.0,30.0395901,31.6985965,23,0,1,1,1,1,1,1,0,1,32723.880597014926,9,44.666666666666664,17.16417910447761,7,15.616501940217244,15.458189997639176,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,3,181.0,30.0074176,31.4887433,8,0,0,0,0,1,1,0,0,0,65745.85635359117,6,90.5,4.419889502762431,2,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,164.0,30.0091323,31.4297898,11,0,0,1,0,0,0,0,0,0,35060.9756097561,9,54.666666666666664,6.707317073170732,1,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2,80.0,29.9771006,31.5720476,50,1,1,1,1,1,1,1,1,1,147500.0,2,80.0,62.5,9,16.282847171369255,16.200596964551092,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5,5,400.0,31.4900981,31.4218195,7,0,0,1,0,0,0,0,0,0,25000.0,25,80.0,1.75,1,15.894952224644102,15.894952224644102,15.894952224644102,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,4,225.0,30.0600801,31.5985531,5,0,0,0,0,0,0,0,0,0,80444.44444444444,16,56.25,2.2222222222222223,0,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,3,197.0,30.0268356,31.493173,7,0,0,0,0,0,0,0,0,0,31472.08121827411,12,49.25,3.553299492385787,0,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
